Country Name,Country Code,Year,Forest area (% of land area),Urban population (% of total population),Urban population growth (annual %),"Access to electricity, urban (% of urban population)",Renewable energy consumption (% of total final energy consumption),Individuals using the Internet (% of population),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: mineral depletion (% of GNI),Merchandise trade (% of GDP),Adjusted savings: natural resources depletion (% of GNI),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade (% of GDP),Forest rents (% of GDP),Mineral rents (% of GDP),GDP (current US$),"GDP per capita, PPP (current international $)",GNI (current US$),"Compulsory education, duration (years)","Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)",Number of infant deaths,"International tourism, number of arrivals","Net bilateral aid flows from DAC donors, United States (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)",Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"International tourism, expenditures (% of total imports)","Communications, computer, etc. (% of service imports, BoP)","Foreign direct investment, net outflows (BoP, current US$)",CO2 emissions (metric tons per capita),Cost of business start-up procedures (% of GNI per capita),Military expenditure (% of GDP),Import value index (2000 = 100),Market capitalization of listed domestic companies (% of GDP),"Listed domestic companies, total",Energy intensity level of primary energy (MJ/$2011 PPP GDP),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Research and development expenditure (% of GDP),Researchers in R&D (per million people),"Automated teller machines (ATMs) (per 100,000 adults)","Hospital beds (per 1,000 people)","Physicians (per 1,000 people)",High-technology exports (current US$),"New business density (new registrations per 1,000 people ages 15-64)",Exports as a capacity to import (constant LCU),"International tourism, number of departures"
Canada,CAN,2010,38.73947057583494,80.937,1.3332687143949948,100.0,21.8761005401611,80.3,0.949555813460828,0.294055534240465,0.285253203761145,48.85610661810894,0.57930873800161,29.167381933031866,31.0407395714164,60.20812150444825,0.0709355847078689,0.452043725392509,1617343367486.2583,40099.44823943769,1585379875651.1875,10.0,0.5,0.6,1.9,2.7,1871.0,25621000.0,,,,,,,10.69585419,2.5,7.44257363063498,37.32445004282072,36341411459.6469,15.733914026303689,0.4,1.19433833839121,164.5123336,134.24451997318045,3654.0,8.01211149466309,13.6672176250704,1.82958,4646.30508,218.223367891089,2.78,2.0384,26566354256.0,,555787913561.4219,53620000.0
Cayman Islands,CYM,2010,53.0,100.0,2.41276783222714,100.0,0.0125000001862645,66.0,0.404477483109727,0.0,0.0,21.55405320361277,,,,,0.0,0.0,4156990759.630385,63298.177646430566,3934273850.954038,12.0,,,,,,1886000.0,,,,,,,,,,,24859320400.0,,,,131.0611941,5.725295382209644,2.0,,,,,,,,,,,
Central African Republic,CAF,2010,36.28206362965104,38.904,1.667794926580719,24.9,86.551399230957,2.0,0.35023393330746,0.0,0.0253474908554383,20.53588028773504,0.0253474908554383,11.625801071931877,22.80468088237236,34.430481954304234,7.87334042139267,0.0347860969131623,2142591375.85053,958.9211041283342,2152234701.167738,10.0,17.8,13.3,15.2,26.8,16426.0,53799.999237060496,20440000.5340576,8090000.152587891,3140000.10490417,3019999.98092651,,197590000.9833276,3.8270402,29.1,,,,0.0615487722729619,208.8,2.59742504280073,256.4102564,,,5.7057910485447,100.0,,,0.692710404673269,,,632110.0,0.0469533722859658,100370735475.38487,38000.0
Chad,TCD,2010,4.391677255400253,21.985,3.5669101719424154,18.3,81.5707015991211,1.7,0.276136957223148,12.3617096612399,0.0088168536198453,56.242428003811696,13.517638745335436,36.845605903367066,43.54510338574915,80.39070928911622,3.73802881753143,0.0116300353873197,10668102734.813234,1819.6950719126744,10312399364.746117,10.0,19.0,12.3,19.1,20.6,45859.0,71000.0,139210006.71386698,13760000.2288818,20090000.1525879,2859999.89509583,1649999.97615814,391630010.2751701,4.06023169,36.3,,,,0.0861770793399739,226.9,5.76493311502614,757.0977918,,,3.17670560827005,100.0,,,0.424596967659102,,,,,1848034805061.924,39000.0
Chile,CHL,2010,22.49433783616576,87.074,1.1043912333548682,99.7139205932617,27.0442008972168,45.0,1.01556029863318,0.0211891310178165,6.43582616740263,59.63094180951004,6.457015298420447,37.74511254238506,31.31860345356412,69.06371599594918,0.612454188789865,11.2434727455119,218537551220.12344,18161.809244627973,203115009358.5017,12.0,0.9,1.0,2.4,3.5,1845.0,3584000.0,13109999.6566772,15909999.8474121,71839996.3378906,660000.026226044,13069999.6948242,173649995.57100222,6.77489328,3.6,2.559714022006009,27.29556363131793,9460710399.69056,4.086146422239467,9.3,2.23946831040556,319.9157325,156.40281411212518,227.0,3.92122815075776,99.2864982318215,0.32947,318.82717,61.6781434397434,2.04,2.8665,538384073.0,,44081565661161.55,2737000.0
China,CHN,2010,21.285596899644784,49.226,3.255365494092436,100.0,12.2613000869751,34.3,4.13382727368504,2.48859132916702,1.41784083077167,48.856923541245095,3.9064321599386895,27.185332720405103,23.53174494229524,50.71707766270034,0.188630343357343,2.02001256982521,6087163874510.73,9253.765187712135,6061091977327.445,9.0,1.3,1.2,1.9,2.8,218492.0,133762000.0,85720001.2207031,-192660003.66210905,321500000.0,86720001.2207031,22549999.237060502,790810002.2282451,4.23068333,2.5,,30.05294865758706,57953599366.3569,6.332165911019246,,1.73947515006373,620.4880368,66.16940800404765,2063.0,8.67917853685099,99.9999974253327,1.71372,884.59337,24.9137521108575,2.47,1.4334,474347231325.0,3.57916649444442,,57386000.0
Colombia,COL,2010,54.80648039657504,77.964,1.5353803990777477,99.771476,29.7450008392334,36.5,0.796697867427095,4.71812321280116,0.597511541298551,27.986505780685903,5.315634754099711,16.340844759769116,17.923758408998978,34.26460316876809,0.171841294051908,0.734814703054923,286563105192.457,10731.645914959045,276075209462.9557,10.0,1.3,1.5,5.4,8.2,11950.0,1701000.0,197600006.103516,-26159999.8474121,45270000.4577637,2640000.10490417,14189999.5803833,614590000.8901958,7.07130146,13.1,6.583509141381862,35.44140276183315,5482658781.7,1.4302551910933046,14.7,3.6427556021835903,350.8736464,72.75945026487948,84.0,2.61002395074072,99.8760372413248,0.19501,,34.9516649424433,1.48,1.6493,451119244.0,,109524520447926.5,2342000.0
Comoros,COM,2010,20.0429876410532,27.973,2.599731086854167,84.9545669555664,46.6180000305176,5.1,0.507808265230853,0.0,0.0,27.97422378000101,1.48546573824689,9.638904634853551,29.91123233030714,39.55013696516069,1.5934049866302,0.0,907978723.5475916,2252.8777064459928,907127359.33076,6.0,7.5,3.1,4.7,6.8,1485.0,15300.0001907349,400000.005960464,699999.988079071,,119999.997317791,,33029999.680817105,4.99181557,,12.224309752955188,7.063872049264439,0.0,0.2319862664130283,138.3,,538.9305556,,,4.94368275651853,100.0,,,1.96745824069884,2.16,,,,27712382876.73761,
Congo  Dem. Rep.,COD,2010,60.505502745859154,40.013,4.644293837299513,37.7502861022949,96.8024978637695,0.72,0.279282051845365,1.24883858823896,3.08648442009464,45.44248919022746,6.76540979391334,41.11115415496612,49.636456140310656,90.74761029527676,17.7354062368087,6.39670669832342,21565720044.46341,633.913133471598,20654939478.438065,6.0,17.1,10.5,20.1,21.3,236037.0,81000.0,272459991.455078,80000000.0,77110000.6103516,250779998.779297,28299999.237060502,2747920006.5471225,3.86035585,38.8,1.4011882076000448,24.05828670146844,7200000.0,0.0319063981512999,735.1,0.851731339135211,659.0509666,,,21.134,100.0,,,0.405478841610791,,,,,2197124108267.9963,
Congo  Rep.,COG,2010,64.64128843338214,63.256,3.772466404674832,56.6633148193359,54.7985992431641,5.0,0.460828957438093,34.8869046065549,0.0111585238062684,85.92692064298187,34.898063130361166,68.52809153009392,55.53666286951346,124.06475439960737,2.49416245271553,0.0141542458700291,13135580695.247309,5349.829560754293,12209624109.336796,10.0,7.8,4.3,8.0,14.4,6678.0,199000.0,25020000.4577637,5980000.01907349,9380000.11444092,78750000.0,569999.992847443,1251220021.4099145,1.8517288,36.5,4.2768651410027365,66.72179690578488,592308924.546218,1.165256269804092,95.2,1.77827615466212,939.6595699,,,3.08591409242716,100.0,,,1.92432588458856,,0.1156,,,2966037509060.1694,
Costa Rica,CRI,2010,56.231884057971016,71.736,2.876598048953789,99.746437,40.3856010437012,36.5,0.599238107439632,0.0,0.0132757353858666,61.12280050722385,0.2976557537008116,32.82941134660099,34.68267833717162,67.51208968377263,1.62529790208972,0.0175133912829157,37658614803.29194,12863.849510375723,36449992582.26498,11.0,0.9,1.1,2.9,4.3,657.0,2495000.0,-389999.98569488496,63740001.6784668,21909999.8474121,769999.980926514,519999.980926514,93130001.28977,8.02937698,3.8,4.864746940416836,26.01802418912824,317713885.730276,1.553293364247731,10.1,0.0,212.4066682,3.8368909943912537,9.0,3.38072575479393,99.9999999997965,0.48492,381.87801,43.2646544224905,1.24,2.3057,2203393630.0,,6893214495396.835,662000.0
Cote d'Ivoire,CIV,2010,12.470377358490566,47.33,3.225877724503809,87.8890991210938,75.3377990722656,2.7,0.828967551953239,3.53539692882188,0.100027165583097,55.12603532726191,3.6354240944049767,33.49957459096842,33.97336549023361,67.47294008120205,2.7726530137777,0.131489713412015,34936305296.88337,3679.600911091896,23995589514.06676,10.0,15.2,11.1,13.5,18.2,56379.0,252000.0,75930000.3051758,81260002.1362305,92550003.0517578,25959999.084472697,1720000.02861023,504260008.6480381,4.41580963,22.3,5.275396580196285,26.806266228711262,44093478.8908401,0.3029278217483085,133.0,1.55796604921668,316.2259262,20.48905841408069,39.0,7.75255219545979,100.0,,,3.68858718299746,,,70491477.0,,6565244904638.224,
Croatia,HRV,2010,34.31022158684775,55.155,0.0782445394894118,100.0,29.7745990753174,56.55,0.995004964620395,0.709929767143646,1.28388615287859e-06,52.74714555584754,0.7099310510297988,35.80500914029838,37.47526353038019,73.28027267067858,0.213625278880453,5.98526698613443e-05,60426018629.2992,19967.21373261497,58388135336.31908,8.0,0.6,0.6,1.9,2.8,201.0,49006000.0,-29999.999329447703,1879999.99523163,22530000.6866455,1049999.95231628,3460000.03814697,146259999.95507252,8.0887022,2.5,3.802806055184464,49.428531758006976,446194611.141458,4.530399422455556,8.4,1.6954358083960002,254.4488636,42.359451409544,240.0,4.45079416637612,100.0,0.74292,1641.34223,104.45744763155,5.78,2.8428,817139880.0,2.48070322845856,128040977580.90512,
Cuba,CUB,2010,27.54603532506577,76.597,0.1123597846484438,99.7679290771484,14.6028003692627,15.9,1.54787468299864,1.24815668517669,0.348634883738368,25.50988682999627,1.596791568915058,22.57026489242632,17.721676408406914,40.29194130083323,0.113271487189719,1.08360858893926,64328000000.0,,62896000000.0,9.0,0.9,1.1,2.0,2.7,638.0,2532000.0,16379999.160766602,5159999.84741211,2519999.98092651,389999.98569488496,1080000.04291534,112930000.11891128,10.6880827,2.5,,,,2.695568337779477,,3.32685611242383,237.3651512,,,2.47907072384323,99.999999999981,0.60767,,,5.9,6.8152,,,12522000701.754389,251000.0
Curacao,CUW,2010,0.1576576576576576,89.905,1.121523954049424,100.0,0.47639998793602,,,,,,,55.53953322184414,88.39267860197184,143.93221182381598,,,,26884.27091689245,,14.0,,,,,,762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,2010,18.705627705627705,67.551,1.10146370738414,100.0,6.5806999206543,52.99,0.867587258767168,0.0,0.0195021184977648,38.74876545429685,0.0195021184977648,50.37974806148633,58.72133059013886,109.1010786516252,0.0006616826010432,0.0385671753445202,25732432719.07729,33423.5009757311,25365001988.5987,10.0,0.8,0.8,1.7,2.5,36.0,2450000.0,,,,,,,6.51767111,6.2,8.741415310910922,20.277526762119216,31713826815.4978,7.028474308769325,12.6,1.85780774358585,222.7811367,26.559090135823983,110.0,3.65863068239522,100.0,0.44409,1077.70041,71.7595529904919,3.57,2.1562,143937802.0,24.4914760058999,9778696000.0,1246000.0
Czech Republic,CZE,2010,34.40419471776281,73.255,0.1972090936798627,100.0,10.9521999359131,68.82,1.66420602141556,0.275888179254501,0.0,124.1852361960194,0.275888179254501,65.54300540713822,62.48590612767258,128.0289115348108,0.165929640055555,0.0,209069940963.17725,27881.967997227603,193418140405.5345,9.0,0.5,0.6,1.8,2.7,306.0,21941000.0,,,,,,,6.87530422,2.5,3.3277933507799764,45.04590923344463,5249368446.62098,10.876984956670592,9.3,1.19477218141337,396.1062135,,16.0,6.31193744774116,99.9684096538509,1.33688,2773.95996,41.6578534293698,7.3,3.5743,20394443388.0,3.04884009393078,2809993537271.8267,8673000.0
Denmark,DNK,2010,13.822531227904785,86.795,0.6067660490746668,100.0,21.1816997528076,88.72,0.399688153163472,1.19135080468143,0.0,55.743674358712646,1.19135080468143,50.52292763958778,43.57704924841912,94.09997688800688,0.0171826190655348,0.0,321995279401.5016,43003.05459211552,327262172001.61804,9.0,0.4,0.5,1.3,2.0,215.0,26730000.0,,,,,,,10.33315945,2.5,6.470317391273063,31.07940803163457,-573826661.439399,8.684706750547932,0.0,1.3986217868925,182.7544656,,,3.41858190447705,96.0990141660438,2.91707,6739.18115,63.1386222291449,3.5,3.7211,9011713270.0,5.18689530102685,943820131772.546,7726000.0
Djibouti,DJI,2010,0.2415875754961173,76.999,1.5551380902155016,63.9321594238281,32.5443000793457,6.5,1.28813410453917,0.0,0.0,40.66943483333167,0.812473668637069,,,,0.838156180876962,0.0,1128611700.361803,,1145970369.286691,10.0,10.5,6.8,13.0,18.9,1322.0,51000.0,12039999.961853,37979999.5422363,230000.004172325,9999.99977648258,330000.013113022,107610000.28252593,3.06150365,22.9,4.157951770103403,25.125153490129463,,0.6189046815378353,214.9,,181.0600484,,,4.76044947116624,100.0,,,2.82387658247396,1.42,,,,,
Dominica,DMA,2010,63.82666666666667,68.094,0.4756128055478953,,10.1045999526978,47.45,1.01583403375244,0.0,0.0,52.852632131580336,0.0,35.5680889202223,53.56513391283478,89.13322283305708,0.0491375589321742,0.0,493825925.9259259,10017.761872474372,484385185.18518513,12.0,1.5,1.7,2.3,4.4,19.0,595000.0,70000.0002980232,2750000.0,29999.999329447703,300000.011920929,,29209999.131038822,5.1571188,4.7,,23.85643929355997,0.0,2.5396108751781257,22.0,,150.6922652,,,2.87092147158195,100.0,,,30.3988152902178,3.8,,154223.0,16.5576066732172,,
Dominican Republic,DOM,2010,42.912854481473815,73.753,2.8841526079134616,99.767161,17.0319004058838,31.4,1.15574165010168,0.0,0.0685484606030028,41.297674525540494,0.0685484606030028,22.67575220595484,33.324183865499144,55.99993607145398,0.0561269389459099,0.116273238162299,53860175555.996124,11410.35345996645,51932177372.87928,15.0,2.1,2.0,6.3,9.5,5965.0,4478000.0,35419998.1689453,-1909999.9666214,850000.023841858,59999.9986588955,259999.990463257,172440002.6351213,5.57940006,12.3,3.719644442446649,16.108212560386473,-203500000.0,2.1289067475926284,20.5,0.6675317048534,163.4043675,,,2.8419187903562,100.0,,,28.733210284438,1.59,,75810617.0,,391183065194.888,401000.0
Ecuador,ECU,2010,52.45687711386696,62.69,1.900942342923276,99.715049,11.7878999710083,29.03,1.51923728392706,6.20452630620158,0.107428966420455,54.749189951078826,6.311955272622035,27.89495597083112,32.40828274258117,60.3032387134123,0.436064187769824,0.144905519495113,69555367000.0,9090.31005023095,68569172999.99999,15.0,1.7,1.9,4.6,7.2,5213.0,1047000.0,23139999.3896484,-5230000.01907349,27790000.915527303,-29999.999329447703,3049999.95231628,151049999.0209936,6.11657906,12.3,3.8125539759695486,16.119211163459674,0.0,2.308289711209974,32.6,3.01055129218138,553.3508997,,,3.52795752763797,99.9997174919515,0.40297,140.58063,44.6673691344615,1.59,2.1111,146115722.0,,15931341053.324818,899000.0
Egypt  Arab Rep.,EGY,2010,0.0659400271234115,43.019,1.9383255793744976,99.674110413,5.32999992370605,21.6,2.69664065680291,6.29527309546332,0.0849676674194247,36.24060251947621,6.601470036718023,21.349245814685894,26.58710425990386,47.93635007458976,0.221850618513765,0.214766809909005,218983666061.706,9522.509163060022,214618966061.706,9.0,2.8,2.5,3.5,4.4,53175.0,14731000.0,49389999.3896484,-17739999.7711182,104489997.86377,8989999.77111816,670000.016689301,500030002.953486,4.1531949,5.4,4.50367677766604,29.96324153909918,1175500000.0,2.3742997386554507,30.9,1.95296704226796,363.0232182,38.48544118183325,227.0,3.66470829263456,100.0,0.43345,492.40565,8.63709877755939,1.73,,104581857.0,0.048504705052821,448555791530.17456,4618000.0
El Salvador,SLV,2010,30.35135135135135,65.452,1.7812683220681125,96.871589,32.619800567627,15.9,1.02996313249,0.0,0.0,70.00789248869249,1.00513978534236,26.946669326406447,46.59061834613333,73.53728767253978,1.02874215933074,0.0,18447920000.0,6126.973394762767,17909710000.0,9.0,1.2,1.9,7.2,9.6,2020.0,1606000.0,148160003.66210902,8750000.0,17059999.4659424,-48819999.6948242,1129999.99523163,288030005.98773336,8.23629189,10.9,3.2576988272642105,25.52402392213346,112404698.39,1.0575889526910058,45.2,1.08955372746629,170.1233071,,,3.95419805321166,100.0,0.07806,,29.2624883050585,1.0,,235605826.0,0.490256740964223,5839853947.294939,1421000.0
Equatorial Guinea,GNQ,2010,90.26773618538324,65.94,6.98690138570361,,5.71990013122559,6.0,2.05483869145046,54.3664427115649,0.0189848810597447,94.91589503158032,54.38542759262464,85.75843319859673,58.90979180265137,144.6682250012481,0.369087095495607,0.0152233634752898,16314443428.940796,32965.86465597397,9578455859.023205,6.0,13.6,8.6,13.8,17.0,2736.0,,129999.995231628,319999.99284744303,50000.0007450581,,,78940002.36690047,1.81856561,,,,,10.08859310754101,100.9,,1216.186253,,,2.53154826220889,100.0,,,2.9294384438823,2.1,,,,5476476326175.182,
Eritrea,ERI,2010,10.7609900990099,35.175,3.2977728877810564,77.1369857788086,81.0691986083984,0.61,0.912934538146062,0.0,0.0289584181141468,42.33994713324713,0.0289584181141468,6.378376597868963,31.093088858700103,37.47146545656906,2.48284931919233,0.039027746650018,1589515447.1544716,1485.19749586246,1569887473.1707318,8.0,5.4,5.1,10.3,15.5,4410.0,84000.0,949999.988079071,9859999.65667725,1139999.98569489,5510000.228881841,9630000.11444092,73269999.1036206,4.92946005,,,,,0.1577069659482273,69.2,,140.0173961,,,4.98725878397975,100.0,,,,,,,,444227131.00600207,
Estonia,EST,2010,55.10780844538806,68.094,-0.4172586444296102,100.0,25.3894996643066,74.1,2.72252582969922,0.898156599589814,0.0,122.3040322261725,0.898156599589814,75.04931618753359,68.62890789108522,143.6782240786188,0.790753148344132,0.0,19523477325.623463,21619.45454783071,18635314311.97414,9.0,0.8,0.9,2.5,4.9,55.0,4369000.0,,,,,,,6.27124023,2.5,,42.07357665339224,1241422037.54098,14.179763044743613,1.9,1.68647006712992,243.2096964,,,7.96425437264907,6.47601161388065,1.56628,3060.57874,88.6740573514068,5.27,3.2422,1253040823.0,10.2737739948163,11476303480.156689,955000.0
Eswatini,SWZ,2010,28.22267441860465,22.48,1.6698366884663376,65.4166666666667,63.6505012512207,11.04,0.718224441434838,0.0168120830840282,0.0,84.7079903654177,0.0168120830840282,46.47295015211871,60.19449327927319,106.66744343139187,2.03746759039765,0.0,4438778424.302027,7771.331439327333,4212626973.7201552,7.0,11.5,2.6,9.5,14.3,1765.0,1343000.0,23250000.0,4360000.1335144,-629999.995231628,19999.9995529652,1610000.01430511,52239999.46564436,8.59125805,18.5,3.314493992924493,75.12571510006316,3906451.70324768,0.9484984143172548,33.0,2.29866066715105,186.3968351,,,4.79961364646869,100.0,,,24.1795820700548,,,2325630.0,2.6076862346282,15277038253.385986,1141000.0
Ethiopia,ETH,2010,15.761298864353456,17.319,5.173659618206141,85.5744323730469,94.1148986816406,0.75,0.62507021029772,0.0002174008670794,0.207275088754583,36.520600558420334,13.950412354221864,,,,15.5250942495476,0.281800575727347,29933790334.34179,1028.3237591680777,29825574928.24451,8.0,12.0,7.3,13.0,13.7,168763.0,468000.0,802630004.882813,93889999.3896484,96449996.9482422,406950012.207031,32560001.373291,2094390012.9515684,5.46637249,27.6,,25.20916524957325,,0.0738247695725837,200.4,1.13358648537969,682.4520537,,,18.9622663816519,100.0,0.24137,42.22959,0.300445044063685,,,9180497.0,,,
Faroe Islands,FRO,2010,0.0573065902578796,40.926,0.4559550920298834,100.0,3.37770009040833,75.2,0.766041397775831,0.0,0.0,69.77115305165398,,44.34074312467913,47.33531029938009,91.6760534240592,0.0,0.0,2320424601.2695365,,2350669440.4438043,9.0,,,,,,,,,,,,,,,,56.82725793597676,,,,,146.3459662,,,,,,,,,,,,,
Fiji,FJI,2010,58.74329501915708,52.171,1.709677795133241,96.0910110473633,27.9585990905762,20.0,1.1456156743867,0.0,0.835017811259986,84.34938853467511,0.835017811259986,57.43440205651711,63.79462675531515,121.22902881183226,1.10472576605687,1.10410717465493,3140508835.9484963,7914.100925611056,3043130949.2780066,,2.6,2.8,4.8,6.7,380.0,692000.0,1809999.94277954,19020000.4577637,610000.014305115,529999.971389771,9999.99977648258,68750001.65216625,3.416641,4.0,5.082310781662197,14.100875038392862,5859377.77619111,1.3491258594862157,23.8,1.48174922585177,217.8866265,,,3.27409529542282,100.0,,,33.0894759085682,,,5152322.0,,,128000.0
Finland,FIN,2010,73.18854886475815,83.77,0.8653858999230027,100.0,33.5880012512207,86.89,0.70047980816075,0.0,0.0758787447702622,55.51020915164846,0.0758787447702622,38.414397559303296,37.050009832946216,75.46440739224951,0.322738920121039,0.146884153454316,249181190476.36905,38956.472216539296,252404839602.9349,9.0,0.5,0.5,2.0,3.2,147.0,3670000.0,,,,,,,9.14202785,2.5,5.680737172243122,59.27754381218045,14987055691.9221,11.658753704772687,1.0,1.49175815960034,200.2542139,,,7.25196132256911,0.735149620011244,3.70532,7720.22345,36.8311620667173,5.85,3.2653,7052255645.0,3.48737231238593,72562237508.42813,7485000.0
France,FRA,2010,29.98591927415776,78.369,0.8161127214855164,100.0,11.9933996200562,77.28,0.400755700414128,0.0099651007840742,0.0008965951879417,42.94380153357676,0.010861695972016,26.78829984027377,28.079491241619635,54.8677910818934,0.0419149292749368,0.0013652895126202,2642609548930.356,35902.90311023927,2703780741292.187,10.0,0.4,0.5,1.4,2.4,2479.0,189826000.0,,,,,,,11.22560215,2.5,6.202280101445324,50.10902037368135,72560532986.9438,5.350658925019497,0.9,1.96941935275241,180.7349839,72.33438593959976,617.0,4.57721334867775,99.4790077683923,2.17857,3873.01285,106.095196684891,6.43,6.5029,105238741171.0,3.89148370015254,541638317151.9294,29973000.0
French Polynesia,PYF,2010,40.83606557377049,60.317,1.4067397211694093,100.0,8.25590038299561,49.0,,,,,,,,,,,,,,,,,,,,179000.0,,,,,,,,3.5,14.377274426762227,27.830076269771364,37803368.9051301,,,,177.7298661,,,,,,,,,,6154933.0,,,89000.0
Gabon,GAB,2010,91.78177513874336,85.533,4.137235021920928,95.8422012329102,85.8397979736328,13.0,1.09770364038844,24.5690283614226,0.0,81.18925290448577,24.5690283614226,57.66349237630367,31.49417034853161,89.15766272483529,1.98518144500901,0.0,14372591916.47923,14837.01701414763,12484463860.03234,10.0,7.3,8.8,9.5,9.5,2212.0,,1450000.04768372,24770000.4577637,-1279999.97138977,159999.99642372102,,96870001.48557128,2.47556782,17.2,11.374216999376822,35.825831310219456,377138433.370054,2.9369280840515573,21.9,1.87162256589575,313.7940612,,,8.4479347256629,100.0,,,8.95513281642863,6.3,,,1.31407013217566,3860604479765.561,
Gambia  The,GMB,2010,29.64426877470356,55.662,4.306703960767122,64.6352462768555,56.0000991821289,9.2,0.818126413892386,0.0,0.0,22.873176962768348,1.13080537471769,14.66781487829721,26.34470014964941,41.01251502794663,3.03032407521246,0.0,1543292392.5460515,2434.88717523517,1513386209.4816506,9.0,8.6,6.3,10.5,13.3,3298.0,91000.0,6260000.228881841,17219999.3133545,600000.023841858,1980000.01907349,129999.995231628,55809999.95395544,5.08982468,13.1,4.339494032537819,26.785339171965816,-14645.5443594332,0.2453715399127481,199.6,,152.4213904,,,4.41463501838116,100.0,,,3.25317642179059,,,,,6442331284.572834,
Georgia,GEO,2010,40.61591595913081,55.535,-0.0338040788243874,100.0,39.1455993652344,26.9,1.4990754391709,0.035714152541615,0.754092271099305,56.63410657330352,0.78980642364092,32.95450379440554,49.94455035377791,82.89905414818345,0.121000106223862,1.08167575511781,12243505582.674072,7564.063070182076,12026105593.895529,9.0,1.3,1.4,2.3,4.2,713.0,2032000.0,204419998.168945,6480000.01907349,82040000.9155273,3430000.0667572,10010000.2288818,517700002.9236072,9.07341194,4.2,5.381218821888007,18.656587483759427,190426209.07,1.4049190653062895,5.0,3.70963239057219,741.0738452,,,4.94477356829171,100.0,,,48.281282891624,2.99,4.4466,12436474.0,4.38747499548205,8030229418.1874895,2086000.0
Germany,DEU,2010,32.73087184783544,76.966,0.1004819344722268,100.0,11.6059999465942,82.0,0.624550188135971,0.0754295260985526,9.99650255877668e-05,68.12416928431824,0.0755294911241403,42.56547340508501,37.3031508345032,79.8686242395882,0.0437547333662371,0.0009805377551531,3396354075663.728,38952.69460210037,3464482469694.356,13.0,0.4,0.5,1.3,1.9,2345.0,26875000.0,,,,,,,11.09557819,2.5,7.193802222465906,39.25810570330485,146643024387.446,9.4515653742443,4.8,1.26682662611137,212.6770975,42.09570080588841,690.0,4.11533555707247,99.599440069301,2.73024,4058.00596,116.688864719934,8.25,3.7567,179569601323.0,1.3729515404683,1119622118732.796,85872000.0
Ghana,GHA,2010,34.907840379713456,50.713,3.840963315477977,72.8,51.9105987548828,7.8,0.89770040094666,0.20905017323315,2.89905732456899,58.64471851057028,3.622430102699588,29.47671798315733,45.90109780852502,75.37781579168235,5.77442749206414,3.94880910724024,32197272797.2028,2973.833421868265,31663124545.454548,11.0,8.0,6.2,9.1,9.8,37119.0,931000.0,205710006.7138669,70000000.0,58159999.8474121,166580001.831055,3640000.10490417,1003210002.4279203,4.25117254,6.6,6.333781676987188,39.17615367454374,0.0,0.4499666540406965,30.0,0.380677683684574,367.0137839,9.155092167483472,31.0,4.1352511667349,100.0,0.37655,37.95861,3.86850280964972,,0.0938,9147353.0,0.95946444033728,17472623926.85545,
Gibraltar,GIB,2010,0.0,100.0,0.0685064139857828,100.0,0.0,65.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,130.4911615,,,,,,,,,,,,,
Greece,GRC,2010,30.27,76.292,0.6018646445187915,100.0,11.3745002746582,44.4,0.824789039858631,0.0829108566600615,0.0151615931987605,31.641784270385138,0.0980724498588219,21.798102149064515,29.399183568134124,51.19728571719864,0.0069304897827394,0.0808968431690718,296835346570.2229,27913.08919117483,290269009046.9615,10.0,0.5,0.6,1.8,3.0,369.0,,,,,,,,9.59662342,2.5,4.241737838893825,23.43497494932096,1696659551.61851,7.874949612641137,20.7,2.75021826236583,200.3559413,22.76899324185132,277.0,3.55173848011245,100.0,0.59838,,78.6067321913304,4.48,5.8812,1293767625.0,,45668844583.44991,3799000.0
Greenland,GRL,2010,0.0005359970763795,84.383,1.3797950037213973,100.0,10.085599899292,63.0,,,,47.4600852393806,,34.055973859923284,76.41639437420088,110.47236823412416,0.0,0.0,2503156060.5252395,,,,,,,,,,,,,,,,,,,,,,,,221.4883542,,,,100.0,,,,,,13306185.0,,4794400000.0,
Grenada,GRD,2010,52.05882352941177,35.865,0.3971337982991869,,10.5275001525879,27.0,1.01666004206464,0.0,0.0,44.48691327689133,,,,,0.0,0.0,771013259.2592592,10863.481003068497,731135629.6296296,12.0,1.9,1.8,2.9,3.5,24.0,445000.0,19999.9995529652,5840000.15258789,70000.0002980232,,,18820000.23685391,5.41881227,,,25.655853442350164,0.0,2.73000273000273,25.2,,133.1789489,,,3.39937592344631,100.0,,,48.2876457915459,,,78110.0,2.08922556529896,,
