FileName,Greenery,Land/Barren Land,Construction
global_monthly_2018_02_mosaic_L15-1669E-1153N_6678_3579_13 2.tif,53.91,37.379,25.395
global_monthly_2019_01_mosaic_L15-1709E-1112N_6838_3742_13.tif,65.339,37.909,10.933
global_monthly_2019_08_mosaic_L15-0614E-0946N_2459_4406_13.tif,8.62,90.602,4.335
global_monthly_2018_07_mosaic_L15-1672E-1207N_6691_3363_13 2.tif,74.976,19.884,27.33
global_monthly_2018_12_mosaic_L15-0361E-1300N_1446_2989_13 2.tif,39.342,63.579,6.057
global_monthly_2018_10_mosaic_L15-0760E-0887N_3041_4643_13 2.tif,68.99,27.901,10.041
global_monthly_2018_09_mosaic_L15-0683E-1006N_2732_4164_13 2.tif,86.301,14.158,11.015
global_monthly_2018_06_mosaic_L15-1439E-1134N_5759_3655_13.tif,33.064,76.078,7.897
global_monthly_2019_05_mosaic_L15-0566E-1185N_2265_3451_13.tif,54.53,57.194,7.845
global_monthly_2019_10_mosaic_L15-1716E-1211N_6864_3345_13 2.tif,63.537,44.188,6.255
global_monthly_2018_06_mosaic_L15-1335E-1166N_5342_3524_13.tif,0,1.614,99.997
global_monthly_2019_10_mosaic_L15-1296E-1198N_5184_3399_13 2.tif,99.498,10.269,83.68
global_monthly_2020_01_mosaic_L15-1209E-1113N_4838_3737_13 2.tif,5.281,95.074,0.624
global_monthly_2019_03_mosaic_L15-0683E-1006N_2732_4164_13 2.tif,85.916,15.591,9.068
global_monthly_2018_04_mosaic_L15-1049E-1370N_4196_2710_13 2.tif,70.995,24.957,21.909
global_monthly_2018_04_mosaic_L15-0358E-1220N_1433_3310_13.tif,13.198,76.93,28.827
global_monthly_2019_10_mosaic_L15-1481E-1119N_5927_3715_13.tif,88.437,15.631,2.098
global_monthly_2019_08_mosaic_L15-1669E-1153N_6678_3579_13 2.tif,84.508,18.989,13.222
global_monthly_2018_03_mosaic_L15-1025E-1366N_4102_2726_13 2.tif,78.699,23.973,7.801
global_monthly_2019_10_mosaic_L15-1276E-1107N_5105_3761_13 2.tif,6.93,97.231,14.324
global_monthly_2018_01_mosaic_L15-1014E-1375N_4056_2688_13.tif,83.69,19.654,3.095
global_monthly_2018_03_mosaic_L15-0632E-0892N_2528_4620_13 2.tif,12.238,80.525,83.088
global_monthly_2018_11_mosaic_L15-0571E-1075N_2287_3888_13 2.tif,43.814,9.316,10.265
global_monthly_2019_04_mosaic_L15-1210E-1025N_4840_4088_13 2.tif,78.318,23.079,1.392
global_monthly_2018_10_mosaic_L15-1200E-0847N_4802_4803_13.tif,55.255,49.563,6.624
global_monthly_2019_12_mosaic_L15-0586E-1127N_2345_3680_13.tif,74.456,23.364,10.212
global_monthly_2018_04_mosaic_L15-1389E-1284N_5557_3054_13.tif,14.546,89.196,21.065
global_monthly_2019_06_mosaic_L15-1481E-1119N_5927_3715_13 2.tif,37.655,71.522,2.871
global_monthly_2018_08_mosaic_L15-1335E-1166N_5342_3524_13.tif,0,0.391,100
global_monthly_2019_01_mosaic_L15-1200E-0847N_4802_4803_13 2.tif,65.65,36.081,11.069
global_monthly_2018_12_mosaic_L15-0357E-1223N_1429_3296_13 2.tif,49.009,52.28,9.254
global_monthly_2018_06_mosaic_L15-1389E-1284N_5557_3054_13 2.tif,7.647,88.376,70.137
global_monthly_2019_12_mosaic_L15-1848E-0793N_7394_5018_13.tif,25.853,79.339,2.206
global_monthly_2018_03_mosaic_L15-1615E-1205N_6460_3370_13 2.tif,70.819,29.475,10.276
global_monthly_2019_09_mosaic_L15-0595E-1278N_2383_3079_13 2.tif,59.972,41.848,3.349
global_monthly_2019_05_mosaic_L15-0977E-1187N_3911_3441_13.tif,0.001,3.416,99.885
global_monthly_2019_08_mosaic_L15-0331E-1257N_1327_3160_13 2.tif,13.331,86.186,15.48
global_monthly_2018_05_mosaic_L15-1276E-1107N_5105_3761_13 2.tif,8.3,91.257,45.119
global_monthly_2018_07_mosaic_L15-1617E-1207N_6468_3360_13.tif,96.119,4.054,5.177
global_monthly_2019_03_mosaic_L15-0577E-1243N_2309_3217_13 2.tif,49.508,54.352,8.355
global_monthly_2018_03_mosaic_L15-0358E-1220N_1433_3310_13 2.tif,30.408,61.512,28.024
global_monthly_2019_03_mosaic_L15-1204E-1202N_4816_3380_13.tif,0.256,46.541,96.839
global_monthly_2019_04_mosaic_L15-0331E-1257N_1327_3160_13.tif,60.367,41.613,6.679
global_monthly_2018_02_mosaic_L15-1296E-1198N_5184_3399_13.tif,0.755,35.03,94.468
global_monthly_2018_06_mosaic_L15-1615E-1206N_6460_3366_13.tif,80.675,19.738,7.796
global_monthly_2019_11_mosaic_L15-1049E-1370N_4196_2710_13 2.tif,72.276,24.317,13.375
global_monthly_2018_05_mosaic_L15-1716E-1211N_6864_3345_13 2.tif,62.13,39.841,20.216
global_monthly_2019_11_mosaic_L15-0571E-1075N_2287_3888_13.tif,60.046,15.414,14.145
global_monthly_2018_05_mosaic_L15-1296E-1198N_5184_3399_13 2.tif,0.22,14.269,98.258
global_monthly_2019_07_mosaic_L15-0357E-1223N_1429_3296_13 2.tif,35.104,68.615,13.632
global_monthly_2018_08_mosaic_L15-1615E-1206N_6460_3366_13.tif,91.985,7.633,3.665
global_monthly_2019_02_mosaic_L15-1185E-0935N_4742_4450_13 2.tif,55.832,33.555,7.923
global_monthly_2018_05_mosaic_L15-1669E-1153N_6678_3579_13.tif,68.816,20.735,30.062
global_monthly_2019_02_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,43.373,60.886,24.263
global_monthly_2019_04_mosaic_L15-0571E-1075N_2287_3888_13 2.tif,62.674,36.012,21.748
global_monthly_2018_11_mosaic_L15-1210E-1025N_4840_4088_13 2.tif,33.846,12.49,0.968
global_monthly_2018_09_mosaic_L15-1617E-1207N_6468_3360_13.tif,81.49,20.799,11.13
global_monthly_2018_05_mosaic_L15-0977E-1187N_3911_3441_13 2.tif,0,0.899,99.938
global_monthly_2019_02_mosaic_L15-1389E-1284N_5557_3054_13.tif,9.077,95.513,2.122
global_monthly_2019_12_mosaic_L15-1289E-1169N_5156_3514_13.tif,78.799,21.964,55.814
global_monthly_2019_12_mosaic_L15-1617E-1207N_6468_3360_13 2.tif,87.232,17.258,2.055
global_monthly_2019_09_mosaic_L15-1014E-1375N_4056_2688_13.tif,94.037,8.098,4.323
global_monthly_2019_05_mosaic_L15-1703E-1219N_6813_3313_13 2.tif,71.228,32.864,7.938
global_monthly_2019_09_mosaic_L15-1014E-1375N_4056_2688_13 2.tif,94.037,8.098,4.323
global_monthly_2020_01_mosaic_L15-0571E-1075N_2287_3888_13 2.tif,65.658,23.133,8.382
global_monthly_2019_02_mosaic_L15-0361E-1300N_1446_2989_13.tif,32.071,76.844,1.79
global_monthly_2019_01_mosaic_L15-0586E-1127N_2345_3680_13 2.tif,59.725,39.391,10.652
global_monthly_2018_09_mosaic_L15-0544E-1228N_2176_3279_13 2.tif,71.173,24.05,14.468
global_monthly_2018_11_mosaic_L15-0506E-1204N_2027_3374_13.tif,88.191,11.429,5.48
global_monthly_2019_11_mosaic_L15-0434E-1218N_1736_3318_13 2.tif,1.011,97.409,1.048
global_monthly_2019_02_mosaic_L15-0358E-1220N_1433_3310_13.tif,55.848,41.402,18.371
global_monthly_2018_10_mosaic_L15-1203E-1203N_4815_3378_13.tif,0.186,21.325,96.245
global_monthly_2019_08_mosaic_L15-1204E-1204N_4819_3372_13 2.tif,57.971,55.551,68.15
global_monthly_2018_06_mosaic_L15-1298E-1322N_5193_2903_13 2.tif,40.637,63.701,4.163
global_monthly_2018_02_mosaic_L15-1748E-1247N_6993_3202_13 2.tif,11.119,84.426,18.544
global_monthly_2018_11_mosaic_L15-1209E-1113N_4838_3737_13 2.tif,19.151,87.089,0.64
global_monthly_2019_07_mosaic_L15-1014E-1375N_4056_2688_13.tif,70.414,31.393,9.426
global_monthly_2019_03_mosaic_L15-0566E-1185N_2265_3451_13 2.tif,75.954,27.616,9.183
global_monthly_2018_10_mosaic_L15-1703E-1219N_6813_3313_13 2.tif,74.46,29.304,6.121
global_monthly_2020_01_mosaic_L15-1210E-1025N_4840_4088_13 2.tif,86.25,16.218,0.24
global_monthly_2018_07_mosaic_L15-1617E-1207N_6468_3360_13 2.tif,96.119,4.054,5.177
global_monthly_2019_10_mosaic_L15-0977E-1187N_3911_3441_13 2.tif,0.041,79.71,98.034
global_monthly_2018_11_mosaic_L15-1210E-1025N_4840_4088_13.tif,79.854,21.522,1.493
global_monthly_2019_04_mosaic_L15-1209E-1113N_4838_3737_13 2.tif,20.874,86.217,3.329
global_monthly_2019_01_mosaic_L15-1617E-1207N_6468_3360_13.tif,77.627,27.2,5.5
global_monthly_2018_03_mosaic_L15-0977E-1187N_3911_3441_13.tif,0,2.985,99.844
global_monthly_2018_12_mosaic_L15-0924E-1108N_3699_3757_13.tif,32.973,41.065,20.992
global_monthly_2019_04_mosaic_L15-1296E-1198N_5184_3399_13.tif,3.446,55.069,95.163
global_monthly_2018_02_mosaic_L15-0331E-1257N_1327_3160_13.tif,64.601,39.959,6.881
global_monthly_2018_05_mosaic_L15-1204E-1202N_4816_3380_13.tif,0.006,16.935,99.191
global_monthly_2018_04_mosaic_L15-0434E-1218N_1736_3318_13 2.tif,0,97.448,4.098
global_monthly_2019_06_mosaic_L15-0368E-1245N_1474_3210_13 2.tif,0.774,69.028,63.243
global_monthly_2019_09_mosaic_L15-1703E-1219N_6813_3313_13.tif,95.081,5.395,2.602
global_monthly_2018_04_mosaic_L15-0924E-1108N_3699_3757_13 2.tif,8.447,41.437,23.878
global_monthly_2018_05_mosaic_L15-1716E-1211N_6864_3345_13.tif,62.13,39.841,20.216
global_monthly_2020_01_mosaic_L15-0614E-0946N_2459_4406_13 2.tif,42.853,38.409,12.185
global_monthly_2018_02_mosaic_L15-0544E-1228N_2176_3279_13 2.tif,32.533,67.71,12.982
global_monthly_2019_12_mosaic_L15-0595E-1278N_2383_3079_13.tif,51.348,54.59,5.433
global_monthly_2018_05_mosaic_L15-0760E-0887N_3041_4643_13.tif,70.245,28.271,8.373
global_monthly_2019_10_mosaic_L15-1848E-0793N_7394_5018_13 2.tif,85.246,16.831,3.759
global_monthly_2019_06_mosaic_L15-1748E-1247N_6993_3202_13.tif,81.967,15.552,11.306
global_monthly_2018_03_mosaic_L15-1479E-1101N_5916_3785_13 2.tif,30.653,65.979,9.083
global_monthly_2018_04_mosaic_L15-1172E-1306N_4688_2967_13.tif,68.037,37.682,7.051
global_monthly_2019_02_mosaic_L15-0457E-1135N_1831_3648_13.tif,9.162,81.759,30.937
global_monthly_2020_01_mosaic_L15-1438E-1134N_5753_3655_13 2.tif,75.275,22.946,18.575
global_monthly_2019_02_mosaic_L15-1014E-1375N_4056_2688_13 2.tif,77.767,23.103,5.28
global_monthly_2018_03_mosaic_L15-0387E-1276N_1549_3087_13.tif,2.827,80.29,46.591
global_monthly_2020_01_mosaic_L15-0924E-1108N_3699_3757_13.tif,90.376,3.366,17.777
global_monthly_2019_08_mosaic_L15-1748E-1247N_6993_3202_13.tif,86.379,11.278,8.385
global_monthly_2018_01_mosaic_L15-1672E-1207N_6691_3363_13.tif,59.014,50.444,8.403
global_monthly_2018_02_mosaic_L15-1204E-1204N_4819_3372_13.tif,0.439,32.906,91.57
global_monthly_2019_07_mosaic_L15-1703E-1219N_6813_3313_13.tif,94.497,6.73,6.349
global_monthly_2019_03_mosaic_L15-1438E-1134N_5753_3655_13.tif,32.305,68.015,12.507
global_monthly_2018_09_mosaic_L15-1748E-1247N_6993_3202_13 2.tif,81.079,13.205,13.009
global_monthly_2019_04_mosaic_L15-1615E-1206N_6460_3366_13 2.tif,77.822,24.504,3.263
global_monthly_2019_03_mosaic_L15-1204E-1204N_4819_3372_13 2.tif,3.655,35.391,92.358
global_monthly_2019_01_mosaic_L15-1015E-1062N_4061_3941_13.tif,66.822,37.033,1.127
global_monthly_2019_12_mosaic_L15-1015E-1062N_4061_3941_13 2.tif,80.762,22.965,0.838
global_monthly_2018_05_mosaic_L15-1848E-0793N_7394_5018_13 2.tif,97.735,3.893,1.734
global_monthly_2019_08_mosaic_L15-1276E-1107N_5105_3761_13.tif,94.861,25.261,3.657
global_monthly_2018_03_mosaic_L15-1709E-1112N_6838_3742_13 2.tif,39.631,66.091,11.207
global_monthly_2018_10_mosaic_L15-1439E-1134N_5759_3655_13.tif,79.531,24.169,5.864
global_monthly_2019_11_mosaic_L15-0924E-1108N_3699_3757_13 2.tif,42.327,17.136,12.556
global_monthly_2018_06_mosaic_L15-0387E-1276N_1549_3087_13 2.tif,11.733,60.667,53.318
global_monthly_2018_06_mosaic_L15-0457E-1135N_1831_3648_13 2.tif,63.972,34.643,24.832
global_monthly_2019_06_mosaic_L15-1276E-1107N_5105_3761_13.tif,15.688,85.58,36.515
global_monthly_2018_11_mosaic_L15-1615E-1206N_6460_3366_13 2.tif,70.966,29.986,8.593
global_monthly_2018_04_mosaic_L15-1669E-1160N_6679_3549_13 2.tif,63.932,29.884,6.665
global_monthly_2019_10_mosaic_L15-0614E-0946N_2459_4406_13.tif,4.537,88.245,16.396
global_monthly_2018_12_mosaic_L15-0544E-1228N_2176_3279_13.tif,47.954,54.446,10.195
global_monthly_2018_01_mosaic_L15-1172E-1306N_4688_2967_13 2.tif,56.202,56.298,2.815
global_monthly_2019_05_mosaic_L15-0487E-1246N_1950_3207_13.tif,82.401,14.183,6.806
global_monthly_2019_10_mosaic_L15-0683E-1006N_2732_4164_13.tif,95.763,5.928,7.724
global_monthly_2019_04_mosaic_L15-1138E-1216N_4553_3325_13.tif,3.215,84.748,34.676
global_monthly_2019_07_mosaic_L15-1672E-1207N_6691_3363_13.tif,70.524,24.402,24.621
global_monthly_2018_04_mosaic_L15-1691E-1211N_6764_3347_13.tif,75.94,27.61,9.097
global_monthly_2019_06_mosaic_L15-1672E-1207N_6691_3363_13 2.tif,83.572,15.26,17.701
global_monthly_2019_06_mosaic_L15-1439E-1134N_5759_3655_13 2.tif,32.807,73.555,2.978
global_monthly_2018_11_mosaic_L15-1669E-1160N_6678_3548_13 2.tif,73.618,20.499,8.518
global_monthly_2018_08_mosaic_L15-1298E-1322N_5193_2903_13.tif,55.955,51.333,1.525
global_monthly_2019_08_mosaic_L15-0683E-1006N_2732_4164_13 2.tif,85.17,14.845,8.406
global_monthly_2019_11_mosaic_L15-0760E-0887N_3041_4643_13 2.tif,62.258,33.297,11.415
global_monthly_2018_05_mosaic_L15-1438E-1134N_5753_3655_13.tif,97.139,5.641,11.905
global_monthly_2018_01_mosaic_L15-1703E-1219N_6813_3313_13.tif,73.723,35.969,2.003
global_monthly_2019_04_mosaic_L15-1204E-1204N_4819_3372_13.tif,14.043,36.578,90.111
global_monthly_2018_08_mosaic_L15-1025E-1366N_4102_2726_13 2.tif,68.095,31.332,12.275
global_monthly_2018_12_mosaic_L15-1690E-1211N_6763_3346_13 2.tif,14.333,29.558,1.663
global_monthly_2019_05_mosaic_L15-1335E-1166N_5342_3524_13 2.tif,0,2.421,99.987
global_monthly_2018_08_mosaic_L15-0632E-0892N_2528_4620_13 2.tif,0.058,72.082,73.929
global_monthly_2019_11_mosaic_L15-0506E-1204N_2027_3374_13 2.tif,90.847,10.784,3.08
global_monthly_2018_11_mosaic_L15-1479E-1101N_5916_3785_13.tif,58.435,43.017,3.063
global_monthly_2019_03_mosaic_L15-1716E-1211N_6864_3345_13.tif,69.114,32.064,9.531
global_monthly_2018_11_mosaic_L15-1438E-1134N_5753_3655_13 2.tif,48.129,44.951,26.432
global_monthly_2018_12_mosaic_L15-1203E-1203N_4815_3378_13 2.tif,8.667,62.985,79.708
global_monthly_2019_02_mosaic_L15-1172E-1306N_4688_2967_13.tif,58.733,48.929,3.036
global_monthly_2019_09_mosaic_L15-1672E-1207N_6691_3363_13.tif,55.437,42.813,7.841
global_monthly_2019_03_mosaic_L15-0760E-0887N_3041_4643_13.tif,82.002,18.335,8.871
global_monthly_2019_05_mosaic_L15-0387E-1276N_1549_3087_13.tif,34.584,43.256,43.025
global_monthly_2018_06_mosaic_L15-1298E-1322N_5193_2903_13.tif,40.637,63.701,4.163
global_monthly_2019_11_mosaic_L15-1209E-1113N_4838_3737_13.tif,4.332,96.916,0.482
global_monthly_2018_04_mosaic_L15-0457E-1135N_1831_3648_13.tif,10.585,82.558,28.224
global_monthly_2018_11_mosaic_L15-0614E-0946N_2459_4406_13 2.tif,6.576,85.279,18.229
global_monthly_2019_08_mosaic_L15-0577E-1243N_2309_3217_13 2.tif,90.389,10.803,5.283
global_monthly_2019_10_mosaic_L15-1538E-1163N_6154_3539_13.tif,94.044,8.695,0.508
global_monthly_2019_07_mosaic_L15-1690E-1211N_6763_3346_13 2.tif,76.267,21.58,8.33
global_monthly_2019_03_mosaic_L15-0331E-1257N_1327_3160_13 2.tif,72.535,29.803,4.727
global_monthly_2019_02_mosaic_L15-0595E-1278N_2383_3079_13 2.tif,13.308,84.976,3.189
global_monthly_2018_11_mosaic_L15-1690E-1211N_6763_3346_13.tif,46.54,54.644,9.429
global_monthly_2018_08_mosaic_L15-1615E-1205N_6460_3370_13 2.tif,86.763,11.049,5.687
global_monthly_2018_04_mosaic_L15-0760E-0887N_3041_4643_13 2.tif,76.196,23.831,8.02
global_monthly_2018_06_mosaic_L15-0361E-1300N_1446_2989_13 2.tif,48.926,44.129,28.207
global_monthly_2019_04_mosaic_L15-1669E-1160N_6678_3548_13 2.tif,49.006,53.745,4.959
global_monthly_2018_02_mosaic_L15-1138E-1216N_4553_3325_13.tif,4.414,92.724,24.659
global_monthly_2018_08_mosaic_L15-0358E-1220N_1433_3310_13 2.tif,3.341,84.002,33.55
global_monthly_2018_03_mosaic_L15-0487E-1246N_1950_3207_13.tif,32.287,71.126,7.831
global_monthly_2019_04_mosaic_L15-0614E-0946N_2459_4406_13 2.tif,53.935,47.418,7.853
global_monthly_2018_11_mosaic_L15-1709E-1112N_6838_3742_13.tif,74.394,25.013,6.565
global_monthly_2018_04_mosaic_L15-0506E-1204N_2027_3374_13 2.tif,97.339,2.02,7.205
global_monthly_2019_07_mosaic_L15-1203E-1203N_4815_3378_13 2.tif,5.379,70.567,90.054
global_monthly_2019_04_mosaic_L15-1438E-1134N_5753_3655_13 2.tif,46.747,63.519,8.797
global_monthly_2019_09_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,11.261,87.173,30.62
global_monthly_2018_10_mosaic_L15-1615E-1205N_6460_3370_13.tif,70.709,28.947,8.903
global_monthly_2018_10_mosaic_L15-1335E-1166N_5342_3524_13 2.tif,0,0.567,100
global_monthly_2017_11_mosaic_L15-1669E-1160N_6678_3548_13.tif,75.994,16.493,12.933
global_monthly_2019_09_mosaic_L15-1185E-0935N_4742_4450_13 2.tif,12.401,90.556,2.09
global_monthly_2018_07_mosaic_L15-0506E-1204N_2027_3374_13.tif,98.924,0.795,3.93
global_monthly_2018_03_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,9.136,88.696,23.482
global_monthly_2019_12_mosaic_L15-1481E-1119N_5927_3715_13 2.tif,77.606,28.557,1.796
global_monthly_2020_01_mosaic_L15-0977E-1187N_3911_3441_13 2.tif,0.59,54.709,96.611
global_monthly_2018_12_mosaic_L15-1389E-1284N_5557_3054_13 2.tif,7.852,93.136,4.764
global_monthly_2018_06_mosaic_L15-0357E-1223N_1429_3296_13 2.tif,29.138,69.698,23.181
global_monthly_2018_06_mosaic_L15-1203E-1203N_4815_3378_13.tif,0.255,6.415,98.946
global_monthly_2018_02_mosaic_L15-0586E-1127N_2345_3680_13.tif,67.201,32.11,12.442
global_monthly_2018_10_mosaic_L15-1049E-1370N_4196_2710_13 2.tif,73.923,21.033,19.519
global_monthly_2019_04_mosaic_L15-1296E-1198N_5184_3399_13 2.tif,3.446,55.069,95.163
global_monthly_2019_04_mosaic_L15-1289E-1169N_5156_3514_13.tif,0.331,43.504,96.21
global_monthly_2019_04_mosaic_L15-1716E-1211N_6864_3345_13 2.tif,58.183,42.111,12.144
global_monthly_2019_02_mosaic_L15-0358E-1220N_1433_3310_13 2.tif,55.848,41.402,18.371
global_monthly_2018_08_mosaic_L15-1203E-1203N_4815_3378_13.tif,0.232,23.565,98.897
global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13.tif,5.752,85.915,34.544
global_monthly_2019_04_mosaic_L15-1276E-1107N_5105_3761_13 2.tif,6.482,93.096,49.242
global_monthly_2018_09_mosaic_L15-0331E-1257N_1327_3160_13 2.tif,12.504,88.131,7.523
global_monthly_2018_02_mosaic_L15-0577E-1243N_2309_3217_13 2.tif,33.054,66.971,12.148
global_monthly_2018_02_mosaic_L15-1848E-0793N_7394_5018_13.tif,4.583,95.392,9.433
global_monthly_2018_08_mosaic_L15-0595E-1278N_2383_3079_13 2.tif,94.294,5.338,3.591
global_monthly_2018_03_mosaic_L15-0632E-0892N_2528_4620_13.tif,12.238,80.525,83.088
global_monthly_2019_01_mosaic_L15-1289E-1169N_5156_3514_13 2.tif,9.613,53.711,81.45
global_monthly_2019_02_mosaic_L15-1615E-1205N_6460_3370_13 2.tif,25.4,15.868,1.201
global_monthly_2018_09_mosaic_L15-0506E-1204N_2027_3374_13.tif,92.254,5.545,6.763
global_monthly_2019_07_mosaic_L15-1389E-1284N_5557_3054_13 2.tif,24.839,85.967,16.618
global_monthly_2018_07_mosaic_L15-1210E-1025N_4840_4088_13.tif,84.046,18.207,2.536
global_monthly_2017_08_mosaic_L15-1691E-1211N_6764_3347_13 2.tif,88.036,8.929,9.79
global_monthly_2018_03_mosaic_L15-1669E-1160N_6679_3549_13.tif,51.871,26.278,15.282
global_monthly_2018_01_mosaic_L15-0571E-1075N_2287_3888_13.tif,82.828,17.797,12.829
global_monthly_2018_04_mosaic_L15-0924E-1108N_3699_3757_13.tif,8.447,41.437,23.878
global_monthly_2019_12_mosaic_L15-1296E-1198N_5184_3399_13.tif,89.609,27.351,58.078
global_monthly_2019_02_mosaic_L15-0632E-0892N_2528_4620_13 2.tif,0.309,83.966,76.952
global_monthly_2018_09_mosaic_L15-1669E-1153N_6678_3579_13 2.tif,73.62,22.196,21.184
global_monthly_2018_11_mosaic_L15-1276E-1107N_5105_3761_13 2.tif,1.308,97.984,33.286
global_monthly_2020_01_mosaic_L15-1172E-1306N_4688_2967_13.tif,61.141,45.963,1.95
global_monthly_2018_09_mosaic_L15-1210E-1025N_4840_4088_13.tif,75.131,26.402,2.15
global_monthly_2018_02_mosaic_L15-0683E-1006N_2732_4164_13 2.tif,87.253,12.929,10.153
global_monthly_2018_11_mosaic_L15-1296E-1198N_5184_3399_13 2.tif,10.502,58.253,83.81
global_monthly_2018_11_mosaic_L15-1716E-1211N_6864_3345_13 2.tif,53.461,44.362,13.905
global_monthly_2019_05_mosaic_L15-1049E-1370N_4196_2710_13 2.tif,56.038,37.852,19.77
global_monthly_2018_12_mosaic_L15-1389E-1284N_5557_3054_13.tif,7.852,93.136,4.764
global_monthly_2018_02_mosaic_L15-1289E-1169N_5156_3514_13.tif,0.134,38.432,90.215
global_monthly_2018_06_mosaic_L15-1200E-0847N_4802_4803_13.tif,77.306,28.611,5.296
global_monthly_2019_04_mosaic_L15-0586E-1127N_2345_3680_13.tif,54.785,49.572,6.451
global_monthly_2019_01_mosaic_L15-1204E-1202N_4816_3380_13 2.tif,1.127,56.01,93.45
global_monthly_2019_05_mosaic_L15-0434E-1218N_1736_3318_13 2.tif,0,96.071,1.036
global_monthly_2018_05_mosaic_L15-1209E-1113N_4838_3737_13 2.tif,10.333,93.06,10.547
global_monthly_2019_04_mosaic_L15-1848E-0793N_7394_5018_13.tif,0,0,0
global_monthly_2019_06_mosaic_L15-1669E-1160N_6678_3548_13.tif,74.839,10.072,28.789
global_monthly_2019_08_mosaic_L15-1481E-1119N_5927_3715_13.tif,73.963,31.434,7.229
global_monthly_2018_12_mosaic_L15-0361E-1300N_1446_2989_13.tif,39.342,63.579,6.057
global_monthly_2019_05_mosaic_L15-0632E-0892N_2528_4620_13.tif,0.191,99.205,29.969
global_monthly_2018_11_mosaic_L15-0977E-1187N_3911_3441_13 2.tif,0.047,59.476,97.966
global_monthly_2019_06_mosaic_L15-1481E-1119N_5927_3715_13.tif,37.655,71.522,2.871
global_monthly_2019_08_mosaic_L15-1669E-1160N_6678_3548_13.tif,76.106,13.722,14.364
global_monthly_2018_12_mosaic_L15-0358E-1220N_1433_3310_13.tif,39.681,59.334,16.284
global_monthly_2019_01_mosaic_L15-0506E-1204N_2027_3374_13.tif,68.818,35.204,4.341
global_monthly_2018_10_mosaic_L15-1335E-1166N_5342_3524_13.tif,0,0.567,100
global_monthly_2018_08_mosaic_L15-1200E-0847N_4802_4803_13.tif,56.996,50.083,5.219
global_monthly_2019_11_mosaic_L15-1703E-1219N_6813_3313_13 2.tif,49.714,54.9,5.517
global_monthly_2019_09_mosaic_L15-0571E-1075N_2287_3888_13.tif,39.406,12.579,6.568
global_monthly_2018_02_mosaic_L15-0566E-1185N_2265_3451_13 2.tif,65.306,41.878,3.598
global_monthly_2018_09_mosaic_L15-1204E-1204N_4819_3372_13 2.tif,4.338,36.917,88.557
global_monthly_2020_01_mosaic_L15-1296E-1198N_5184_3399_13 2.tif,99.492,6.167,74.764
global_monthly_2019_10_mosaic_L15-1209E-1113N_4838_3737_13 2.tif,11.792,90.582,2.831
global_monthly_2019_03_mosaic_L15-1748E-1247N_6993_3202_13 2.tif,14.856,84.765,8.11
global_monthly_2020_01_mosaic_L15-1716E-1211N_6864_3345_13 2.tif,59.681,41.743,8.668
global_monthly_2019_07_mosaic_L15-1298E-1322N_5193_2903_13 2.tif,50.333,52.474,5.242
global_monthly_2018_10_mosaic_L15-0434E-1218N_1736_3318_13 2.tif,0,94.925,2.51
global_monthly_2020_01_mosaic_L15-1276E-1107N_5105_3761_13 2.tif,2.326,98.677,16.645
global_monthly_2019_01_mosaic_L15-1210E-1025N_4840_4088_13.tif,78.875,21.34,1.574
global_monthly_2019_09_mosaic_L15-1479E-1101N_5916_3785_13 2.tif,69.96,30.612,4.898
global_monthly_2018_11_mosaic_L15-1617E-1207N_6468_3360_13.tif,50.69,49.859,11.818
global_monthly_2019_08_mosaic_L15-0544E-1228N_2176_3279_13 2.tif,74.137,21.289,16.519
global_monthly_2018_08_mosaic_L15-1014E-1375N_4056_2688_13 2.tif,80.516,22.168,5.518
global_monthly_2019_05_mosaic_L15-1669E-1160N_6679_3549_13.tif,87.596,13.384,3.955
global_monthly_2018_04_mosaic_L15-1703E-1219N_6813_3313_13 2.tif,76.536,27.541,9.926
global_monthly_2018_10_mosaic_L15-1615E-1206N_6460_3366_13.tif,85.712,17.287,4.207
global_monthly_2019_02_mosaic_L15-0924E-1108N_3699_3757_13.tif,10.126,17.807,8.043
global_monthly_2019_12_mosaic_L15-0331E-1257N_1327_3160_13.tif,76.257,29.423,1.584
global_monthly_2019_04_mosaic_L15-0977E-1187N_3911_3441_13 2.tif,0,1.415,99.956
global_monthly_2018_12_mosaic_L15-1669E-1153N_6678_3579_13.tif,64.313,27.812,22.877
global_monthly_2019_11_mosaic_L15-1210E-1025N_4840_4088_13 2.tif,79.025,19.256,1.644
global_monthly_2018_04_mosaic_L15-0571E-1075N_2287_3888_13 2.tif,39.528,47.459,32.729
global_monthly_2018_02_mosaic_L15-1138E-1216N_4553_3325_13 2.tif,4.414,92.724,24.659
global_monthly_2018_02_mosaic_L15-1185E-0935N_4742_4450_13 2.tif,81.029,20.241,9.052
global_monthly_2018_07_mosaic_L15-0357E-1223N_1429_3296_13 2.tif,22.611,79.69,18.136
global_monthly_2019_08_mosaic_L15-0571E-1075N_2287_3888_13.tif,61.419,24.231,15.097
global_monthly_2019_05_mosaic_L15-1296E-1198N_5184_3399_13 2.tif,1.263,36.598,94.295
