Country Name,Country Code,Year,Forest area (% of land area),Urban population (% of total population),Urban population growth (annual %),Access to electricity urban (% of urban population),Renewable energy consumption (% of total final energy consumption),Individuals using the Internet (% of population),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: mineral depletion (% of GNI),Merchandise trade (% of GDP),Adjusted savings: natural resources depletion (% of GNI),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade (% of GDP),Forest rents (% of GDP),Mineral rents (% of GDP),GDP (current US$),GDP per capita PPP (current international $),GNI (current US$),Compulsory education duration (years),Probability of dying among children ages 5-9 years (per 1000),Probability of dying among adolescents ages 10-14 years (per 1000),Probability of dying among adolescents ages 15-19 years (per 1000),Probability of dying among youth ages 20-24 years (per 1000),Number of infant deaths,International tourism number of arrivals,Net bilateral aid flows from DAC donors United States (current US$),Net bilateral aid flows from DAC donors Japan (current US$),Net bilateral aid flows from DAC donors Germany (current US$),Net bilateral aid flows from DAC donors United Kingdom (current US$),Net bilateral aid flows from DAC donors Norway (current US$),Net bilateral aid flows from DAC donors Total (current US$),Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),International tourism expenditures (% of total imports),Communications computer etc. (% of service imports BoP),Foreign direct investment net outflows (BoP current US$),CO2 emissions (metric tons per capita),Cost of business start-up procedures (% of GNI per capita),Military expenditure (% of GDP),Import value index (2000 = 100),Market capitalization of listed domestic companies (% of GDP),Listed domestic companies total,Energy intensity level of primary energy (MJ/$2011 PPP GDP),PM2.5 air pollution population exposed to levels exceeding WHO guideline value (% of total),Research and development expenditure (% of GDP),Researchers in R&D (per million people),Automated teller machines (ATMs) (per 100000 adults),Hospital beds (per 1000 people),Physicians (per 1000 people),High-technology exports (current US$),New business density (new registrations per 1000 people ages 15-64),Exports as a capacity to import (constant LCU),International tourism number of departures
Afghanistan,AFG,2008,1.850994087553228,23.32,3.1598916545140554,89.9,21.3437004089355,1.8399999999999999,1.793586725277765,2.5441223360269283,0.29036736860760853,35.21508091380484,2.3559059089881,26.02120812316231,35.35474551173594,61.375953634898266,0.353698167634719,0.45691461813484313,10109305182.951962,1272.5729747776795,67151502231.785675,9.0,6.0,4.4,7.7,11.4,79557.0,2380344.7025649357,2111580078.125,208029998.77929688,294019989.013672,322309997.558594,129050003.05175799,4355270066.827537,10.25649548,26.5,1.0183389490972172,24.613144940924776,-1918036.1335144043,0.1583563776732513,59.49999999999999,2.335545701939,256.8135277,27.01736853498668,307.3412528668602,2.14758991176544,nan,0.2859348595289214,328.89259981114395,0.299597035020524,0.42,0.1744,1201900821.5449123,0.7344182995364108,1305620734748.482,1525502.6464096578
Albania,ALB,2008,28.44948905109489,49.991,1.4351242107291835,100.0,35.9118995666504,23.86,0.9049439789541291,0.273354431701717,0.0438113021580965,51.25237806706173,0.3171657338598135,25.30241811606809,52.14933338021757,77.45175149628565,0.0697141046144164,0.0787066190414712,12881353507.853903,8228.34804111345,12946374021.68912,8.0,1.6,1.5,2.6,3.5,510.0,1420000.0,35889999.38964841,-2480000.0190734863,44709999.084472716,2769999.9809265137,4079999.923706051,329379999.9970945,5.1390624,7.3,24.4326591033008,13.326698386861338,365935742.70547485,1.414847552720884,42.5,1.98486885667765,481.3354846,29.501216041001953,89.30157300641429,3.4426633783732803,nan,0.15412,155.52783,28.6294519466689,2.561469468318757,1.3130536846376621,1715179461.634957,1.4787232138061903,297166990216.7861,3716000.0
Algeria,DZA,2008,0.7768270256199249,66.097,2.775822641012665,100.0,0.300599992275238,10.18,1.73892127706423,23.2711456559883,0.0209927866873125,69.45994962921861,23.38020149911164,47.973343001587146,28.71117516369508,76.68451816528223,0.10983060571692499,0.33426357984865,171000699876.74734,12643.151477913754,169665530141.15213,10.0,2.5,2.1,2.8999999999999995,3.7,19960.0,1772000.0,9109999.656677246,4030000.2098083496,12470000.267028794,2109999.895095825,59999.99865889549,333070002.95072806,4.20188379,5.6,1.2492840129069234,64.41016397359522,317852370.17333984,2.9941892170951014,10.8,3.02474714090386,430.476502,0.05340004485792,171.91056762874425,3.53394809876618,nan,0.3345250811976856,607.6487463538646,4.20101590589756,3.0333269473744324,1.761993124400725,8596814.0,0.199481682168851,6075258739541.35,1539000.0
American Samoa,ASM,2008,87.45,87.799,-1.6290237523508333,99.17782925638407,9.16495344500728,23.41873830598434,4.920500218981533,11.136001716952407,0.06972078681498549,161.60714285714286,11.196445612887523,114.46428571428571,135.35714285714286,249.82142857142856,2.2360855764271617,0.22821325826154942,560000000.0,15235.815052750168,42909895742.15964,7.975980044039278,4.76671814434901,3.6350694208969516,6.4517835339492144,9.058524908807179,4741.063003644268,24299.9992370605,1340886.4466913044,49612739.24712491,3310972.2685756832,2002138.0856001973,569607.4711321145,68637176.80736673,3.280687605306194,5.493300913252423,3.9785554316662135,40.345932122623694,1359851854.2900696,6.134146886237702,47.24206225968609,2.0236603576287844,112.21343870000001,101.29928482349311,568.4220013310171,4.088206834456644,82.6851248960934,0.3184461990997344,299.3258203593338,37.10766119581916,2.1717719890236804,0.7410824035524856,114756866.17752784,3.350926436574884,729792875.9894458,13431296.127113048
Andorra,AND,2008,34.04255319148936,89.004,1.0735483389069627,100.0,17.0212001800537,70.04,1.0128823145015453,1.2986128436761442,0.09585044795122001,41.935823255240535,1.056460237697135,42.521062804950624,40.1096035655065,82.6306663704571,0.575576794173233,0.17402357283019357,4085630584.444119,39546.41313685681,74214661406.74352,10.0,0.6,0.7,1.9,2.8,4.0,10194000.0,59641697.33712062,11578247.943549156,30548822.476806164,6106937.10382089,6460036.60436552,124705687.48677552,5.78568554,7.500524546759861,5.954102639284942,26.3218881686927,6888670887.989777,6.439303601240162,9.428489050458111,1.651558998542673,191.70030709999997,35.10121820374028,94.91313678637619,2.9518614759206607,14.384508807582124,0.5172486179566961,868.7761864647944,54.20304759587206,2.8023225446497464,2.2338704663351594,17935435.0,6.148561767715098,37052836340287.414,1952572.7869319816
Angola,AGO,2008,58.769649474612976,58.282,5.019665225819418,61.31000000000001,54.8820991516113,1.9,0.920735448388602,51.5989100398486,0.5916608867161518,95.88585007652378,51.5989100398486,72.47502847218101,48.88967943345922,121.36470790564022,0.402778951710983,0.9619505557375966,88538611205.14331,6607.291634267517,74821071498.82585,6.0,19.5,10.8,19.5,27.1,84273.0,294000.0,42680000.30517581,17750000.0,11649999.618530318,9550000.190734893,17790000.9155273,267999999.17298543,3.3229048300000006,42.9,1.0366051292392662,72.85286388248468,2569643973.8799744,1.1559928457501776,196.8,3.5731203644916,690.1973684,25.08113271309609,171.58847929252494,3.4353677558883495,100.0,0.23917072146676258,65.91351383390267,6.23811376144426,1.4829302377573799,0.24895619459647436,48551747.35646629,1.9527933176576655,846060375412.2028,1259809.3152824668
Antigua and Barbuda,ATG,2008,20.25909090909091,27.405,-0.5454713942504927,100.0,12.683460268269895,38.0,0.983088640972461,1.199878223242643,0.21011064256403997,58.97507292136929,1.2455553165056092,79.66338576823576,86.14588599125754,165.8092717594933,0.2591111274630451,0.6987054448745371,1370070370.3703704,25690.689492804988,1308986333.3333333,11.0,1.0000000000000002,1.3,3.5999999999999996,4.5,13.0,863000.0,-200000.00298023224,629999.9952316284,9999.999776467681,19999.999552965164,4017175.5174512826,3080000.050365925,4.2048173,7.154722241793323,5.6665495652675695,22.3976897929716,0.0,5.621003817598426,11.1,1.4710697027288144,182.4916462,52.781622901988214,187.1620201498992,3.19045390361605,8.39573182458263e-08,0.21882942534352925,402.2550352539123,67.426653913098,1.7,0.5269,4967915449.216525,3.91762584939676,2648692102782.7886,3086826.299474894
Argentina,ARG,2008,11.27157259316912,90.53,1.1738910308743433,98.0865478515625,7.65110015869141,28.11262348,1.43702702851928,3.99716813972918,0.193604198867199,35.258516452524006,4.190772338596379,22.06090038262424,18.341772996414,40.40267337903824,0.0869411420792096,0.308451875238155,361558037110.41925,17404.069142033346,352523846400.6039,13.0,1.2,1.5,3.7,4.8,10043.0,4700000.0,7170000.0762939155,5889999.866485596,22120000.8392334,980000.0190734863,109999.99940395355,104470001.39392912,8.182668689999998,3.3,8.77310158457467,34.679836199078615,1390934588.877533,4.19534263823654,12.799999999999999,0.762756475390461,228.439612,11.021843220105149,107.0,4.35285195831845,19.724048202910353,0.47055,1035.99886,9.9898247760286,2.129307822923433,1.657891161865305,2014770921.0,0.237290155861317,171707883452.64737,5425000.000000001
Armenia,ARM,2008,11.625430277485073,63.64,-1.0115622096859642,99.4040908813477,6.40320014953613,6.21,1.20392281047992,1.3637882133042585,0.33158951123705793,47.01578509734077,0.0552808249754172,14.265729573976726,40.27659838738986,54.54232796136659,0.213475225212698,0.7595189365901258,11662040713.875307,8300.491988247328,12353321001.708012,10.0,1.0000000000000002,0.8999999999999999,2.1,2.7,791.0,558000.0,93790000.91552728,57700000.76293945,27909999.847412094,6599999.904632539,3309999.942779541,226400001.74753368,6.6397624,5.6,9.74144973987652,14.696114517804055,30506460.945770264,1.956930336375345,3.6,3.3955793627065702,501.8822996,50.237413307305815,172.0618013383665,5.72185956521961,nan,0.22438,1050.2440219944274,23.1137087062639,3.82,2.7432,7247588.000000001,1.67653502724871,843957861009.5886,516000.0
Aruba,ABW,2008,2.333333333333333,43.783,-0.6938624624612535,100.0,0.193499997258186,52.0,2.70943460919024,1.3254349459169898,0.15289751917322353,417.7126577126581,0.0004236878423011,67.70451770451771,78.18477818477818,145.88929588929588,0.0009492234272635,0.2912244503686314,2745251396.6480446,37247.98050239725,2628547486.03352,8.426133993647033,1.193485333946322,1.2550938724089487,2.411640570767026,3.2581213807234697,1730.6354893696432,1383000.0,18703716.02662006,-22613150.40239477,19785844.926609427,4156982.8390815854,1397633.4095447324,120293136.25763524,5.559434928159877,8.101288654374876,3.993012556075879,42.18563084934209,2793296.0893859863,5.706171541948324,3.679638705614588,2.2153634355113265,232.845709,431.9623546181129,774.8152727167247,2.8485049684600923,7.63571499520513e-08,1.0254882910213414,3251.5133648980477,54.07156259185336,3.0524024452004452,1.6680586426875694,35130636564.68915,10.709260248071317,3699223865918.798,29223249.570339095
Australia,AUS,2008,16.92197649141533,84.943,2.1465712792683505,100.0,6.78999996185303,71.67,1.02353707842117,1.53190631731296,1.8227505263365,36.72827570875725,3.3546568436494595,20.166862241499707,22.718159271731928,42.88502151323164,0.17430681077650903,4.13283603649749,1055127126230.9758,37499.52513191736,1012035810205.9088,10.0,0.5,0.5,1.8,2.5,1261.0,5586000.0,-44439998.626709014,-58889999.38964844,11529999.732971206,nan,nan,-68649998.69652092,8.25585651,2.6,10.371079328181471,27.243654780369848,31887673440.918976,18.283041243905654,0.7999999999999999,1.79854717158338,279.9897104,64.81413878940451,1923.9999999999998,6.04862865419976,16.33412124353055,2.4037,4343.12653,157.84107494429,3.82,3.0056,4467054973.0,9.86125052868977,270441603243.3119,5807999.999999999
Austria,AUT,2008,46.72174186829422,57.966,-0.1739909690238184,100.0,29.755699157714798,72.87,0.424846875879503,0.105555227546156,0.0043772176567226,84.96092342264522,0.1099324452028786,53.24886061640871,48.82482211529739,102.0736827317061,0.08752892097720828,0.0397348690504275,430294287388.3112,41316.225176698965,433883404130.6577,9.0,0.5,0.6,2.2,2.8,291.0,21935000.0,3981055.9386331737,-187219.46819067,10542254.250662193,1123852.0777769685,3914284.8096402436,153782478.55996025,9.72564602,4.332047035479587,6.0608094251218585,37.72388300807501,27903023947.049103,8.499673616378594,5.1,0.8707051230705851,255.1994348,17.729424311681523,101.0,3.83355761279665,9.926912072454737,2.56945,4136.92593,110.156303475869,7.69,4.6169,17672518891.0,0.507530862354645,163461815726.9893,9677000.0
Azerbaijan,AZE,2008,12.386262359761334,52.99,2.478011081389358,99.8235855102539,3.08579993247986,17.08,2.18208410234302,30.593967290213403,0.0006023652611474,78.1127133930618,30.594569655474547,65.77613784718416,23.466759016573164,89.24289686375731,0.0003845613466016,0.0048382651286103,48852482960.077896,12956.834046820984,43832156767.28335,9.0,2.0,1.7000000000000002,2.8999999999999995,4.299999999999999,5440.0,1899000.0,41950000.76293954,-2799999.952316284,26430000.30517578,1870000.0047683716,3900000.0953674354,133450001.53593719,1.93880892,8.30496215079733,4.063909250767531,72.14835116845546,4527630999.9999695,3.375402241139284,4.3,3.29121114577001,646.2457338,30.229682661378924,203.293156328845,4.43108449164338,nan,0.16554,1209.5676071189082,22.7078555690454,7.67,3.6844,7425965.0,1.00464704363871,26950728644.796104,2162000.0
Bahamas  The,BHS,2008,50.935064935064936,82.343,1.8977796888537544,100.0,1.96909999847412,31.540000000000003,0.604413624109926,2.2622568055416137,0.21456555957109275,39.47368421052632,1.6597754761461079,39.49363480904427,47.93558806764203,87.4292228766863,0.0088150817951502,0.37471080599153567,10526000000.0,32373.492644524995,10466660000.0,12.0,1.7,1.6,4.8,9.2,72.0,4394000.0,85973928.015894,4347179.698932171,33984232.61077349,6324125.654486269,6681612.01393763,253063675.20578063,4.8630805,7.583230816590062,9.99577792458198,44.98737518828099,409593999.8999939,6.139432029795158,9.8,1.897462955838557,154.2727623,51.16641012767638,164.89309870478857,2.56642547420495,7.5119662859688265,0.4036373094580948,847.7301022129072,70.2185200343469,3.2,2.7553,1722795498.2258146,8.083529617240902,4509782441.881207,2686200.0993042365
Bahrain,BHR,2008,0.6447368421052633,88.53,7.37169612226073,100.0,4.041354631687907,51.95000000000001,3.21719659187832,6.04525831508424,0.31487677959737276,125.61207369172364,6.045831691916452,82.57734838062333,63.30516276519814,145.88251114582147,0.0005748592746032,0.7732637490611908,25710904255.31915,47847.615245481174,24787226861.70213,9.0,1.3,1.1000000000000003,2.4,3.1,148.0,8631000.0,53448405.148587525,-3526254.298666239,20640205.35715401,2873372.1548018754,1735590.0878070034,114139081.09752965,3.2851040400000002,6.825327805194343,4.325299432997283,9.485130355037333,1620478723.4042664,22.22232190518057,0.6,2.80016136873791,323.3158654,77.58323006423717,45.0,11.1342166842842,10.7523263246477,0.3867723346517568,903.3643402647334,40.61303597155043,1.97,0.9896,414715621.16792846,1.86993338362321,6306255631.627968,3655636.299071446
Bangladesh,BGD,2008,14.55588307597757,28.968000000000004,3.7015061326005085,85.277473449707,45.630298614502,2.5,1.3471108499184,0.54336194409729,0.29493653496002975,42.81289179175107,0.7585628869055729,17.658858482075683,24.96205555048322,42.6209140325589,0.2622483963141,0.4358112587504687,91631278239.32372,2206.5103707536755,98684113103.0462,5.0,6.1,4.3,5.2,5.9,136430.0,467000.0,93190002.44140631,41130001.068115234,65889999.38964838,252529998.779297,23200000.762939498,1017129993.1555988,2.48848343,13.6,2.9204080209390013,13.201737229822474,190660725.28762817,0.2881413733840695,73.45314946574537,1.05952989264661,268.6029495,12.791560071209268,221.0,3.34561817215582,nan,0.16341166811834199,129.33939212270027,0.843442123275413,1.1459518732175633,0.342,62063719.0,0.3957603042098816,844753992633.7522,875000.0
Barbados,BRB,2008,14.651162790697677,32.256,-0.15713182385413305,100.0,8.62860012054443,61.4,0.9565639141898961,0.458890775570044,0.21147758894746138,50.3239289446186,0.458890775570044,48.63238766980146,53.67948693834901,102.31187460815048,0.0091026066177917,0.6185272284407655,4785000000.0,17190.94621857818,4539047950.0,11.0,0.8,1.5,3.3999999999999995,4.9,49.0,1165000.0,389999.98569488525,90000.00357627869,19999.999552965164,180000.00715255737,6854243.686621487,6499999.955296516,6.47676373,4.9,6.295553331071901,57.86149453650638,73432246.98999023,6.358369114043423,11.43481952870968,1.5560182617474072,166.0990442,56.61462603792005,16.0,4.87143962984287,7.62997684530285e-08,0.5906638794889763,1211.1762612897578,36.6259463563883,7.6,2.352890146343474,4308718071.454761,3.9599950926756473,2073162318231.8267,13792864.296924919
Belarus,BLR,2008,42.18137013307048,73.726,0.27091578136544303,100.0,7.0802001953125,23.0,2.80435615476045,0.895223433048453,0.15660413189877637,118.41322497434334,0.895223433048453,60.93775521839761,68.66172332707711,129.5994785454747,0.370721692616369,0.47096368483072215,60763483146.06741,13885.74672076541,59975463483.14608,9.0,1.1,1.1000000000000003,3.2,6.3,520.0,5262000.0,8920000.076293975,419999.98688697815,21299999.237060502,1090000.033378601,3319999.9332428016,96029998.25030565,5.29415369,4.377944733994855,2.103172856353294,23.34693582752519,30600000.000030518,6.325576709031343,8.3,1.45349285157346,455.4752377,21.711757715145854,121.02781074249525,8.47341451903343,5.02580753807447,0.74147,1472.4591316599503,30.2475002945184,11.12,3.1477,417137400.00000006,0.766756705189465,30418562122.475048,6323000.0
Belgium,BEL,2008,22.633949801849408,97.555,0.841239515661802,100.0,3.90529990196228,66.0,0.530163552772707,0.4379690263941661,0.08219588485380594,182.0854359047839,0.44188505933760236,80.88061997520349,80.20782781524358,161.08844779044708,0.0184376170782119,0.14691617794371584,515223524241.9804,37883.33194178194,527755090083.49207,12.0,0.5,0.6,1.7,2.7,471.0,7165000.000000001,1081234.5302619338,3201665.6923196316,20513868.867489874,nan,94689.89875235036,287616259.38708436,9.63002014,4.4647419603096115,5.300467588752297,40.374911250364136,223255888880.17307,9.984152154258464,5.5,1.2138983166693,263.34202279999994,32.45549400059304,131.0,5.535094702632181,3.5141347131502894,1.9368400000000001,3411.75263,87.6043745958559,6.25,2.9021,31661467569.0,3.28191859632245,285955574504.25433,8887000.0
Belize,BLZ,2008,61.59456378781236,45.262,2.534845789345953,96.4607772827148,34.0629005432129,26.3,0.9854974690086689,6.187395422143299,0.0040121385346911,96.64490836549372,6.191407560677991,63.169113826500855,70.54397504282143,133.71308886932226,0.302547836190485,0.00519181530426,1351338650.0,7554.687908456391,1186161400.0,8.0,1.9,2.2,5.9,10.0,127.0,846000.0,1779999.9713897407,1470000.0286102295,19999.999552965164,90000.00357627869,5402157.105711333,15920000.25510788,5.68234491,7.1,4.593791382150983,19.97587992106129,2757749.369995117,1.629609350046607,36.5,1.36760585248237,159.6685778,34.655561997212715,158.11617219041,4.59428081589416,nan,0.19441667173931265,152.61002643004437,34.1141687514214,1.2,1.1197925388568117,3224198830.9372683,4.40434165814391,1285440521.9067583,975750.9383459167
Benin,BEN,2008,33.12477829017382,42.069,4.045615329229069,54.7648086547852,54.7621002197266,1.8500000000000003,1.21366371194094,2.637493099803289,0.0011369971228434,36.48443531187791,1.8880330394516327,22.140720266279985,25.63463900323687,47.775359269516855,3.66184967931449,0.0016742429824556,9787735426.008968,2347.924324439782,9776381165.919285,6.0,17.1,9.5,9.5,11.3,24526.0,1027000.0,34560001.373291016,27209999.084472656,46610000.61035159,30405693.513171554,4156157.5954189524,432680010.6707963,2.69675088,9.0,4.23333834842352,21.936503627550994,-126320616.06768799,0.5001773617426409,198.20000000000002,0.663958979626467,373.4704731,12.907831700548154,66.42524998174592,8.56937563057823,nan,0.12466794494174037,99.94186266586972,3.679866189284966,1.0928027901493376,0.062299999999999994,37925155.812582076,0.5692606298591513,1049587110952.6194,464188.0062807753
Bermuda,BMU,2008,18.51851851851852,100.0,0.5915767746061533,100.0,0.395900011062622,82.3,0.24289937063613504,4.939343961973982,0.16123511692304499,16.94842406876791,3.3930058163421815,51.44778845991938,43.8163497537032,95.18099872081237,0.09844116646292507,0.31091620063398173,6980000000.0,75121.64812702494,84087400841.00595,13.0,1.2087935274280117,1.1887286729569726,2.8132398278669015,3.9477402462798827,2719.1963581334267,550000.0,124444449.20174307,18707265.304548502,64150965.201684535,21896346.0885427,22106936.698765323,410855541.2108866,6.0893996231959795,9.50035594792886,20.856971471298,25.16372584048088,322892613.48599243,10.459309490375372,11.769218333624462,2.805703748974464,161.1961057,27.397277936962748,16.0,2.38256582503066,100.0,0.19247,600.7538295254677,63.249512549742434,2.807066224423621,2.2597941985096073,510044120.44192016,5.261623725221622,3456957610824.5483,191999.99999999997
Bhutan,BTN,2008,70.45234409843377,33.236,3.3430959179935478,98.1983642578125,91.8090972900391,6.550000000000001,0.949308508842497,0.13173377511492,0.43839626165314854,86.6584445462823,2.18944019865116,50.00319473165256,59.400067773615746,109.40326250526832,3.53319173876637,0.6357499298092101,1227808790.6732988,5608.494460471804,1193789868.7972932,6.655459638274879,6.2,5.1,7.400000000000001,7.5,525.0,28000.0,239999.99463558197,20340000.15258789,79999.99821186066,28728918.8201164,949999.988079071,56900000.69886446,3.38117099,12.445062828939575,8.489644024207323,19.198662090722102,8688088.476989746,0.5955828597208801,7.2,1.4745507511929148,310.0861872,11.356568114481,16.325219950571665,13.6392183029328,nan,0.0846786822129299,61.59760505142878,3.31997228929796,1.5786919511071007,0.2546,9525.0,0.05009470284299371,18571434711.366634,271798.9086782943
Bolivia,BOL,2008,49.37606018646727,65.535,2.3847480667903724,99.227943,18.1714992523193,12.5,2.19743179327652,5.45700878098016,2.58418188661023,69.60401848102109,8.04119066759039,44.90655623268158,37.9604649665247,82.86702119920628,0.539655945537597,3.45720300508101,16674324634.237322,4868.442640669326,16137947294.254175,8.0,3.3,3.1,6.6,6.1,9226.0,594000.0,123819999.69482398,35479999.54223633,52700000.76293951,1019999.9809265137,6409999.847412109,544470000.6246566,4.60677242,24.7,6.593845915736559,19.875683906164326,3000000.0,1.3393054148159067,106.2,1.96227204996962,277.7159097,33.669433056180516,115.21241640362786,4.73288121541493,nan,0.17496486883715442,98.15843291144498,14.2570933807828,1.1,1.1779869608750633,17442781.0,1.748966720135522,11906697412.047522,589000.0
Bosnia and Herzegovina,BIH,2008,41.1026953125,44.92,0.4857564083116408,100.0,14.277600288391099,34.66,2.73036439944545,0.307965990155562,0.0834835351254112,90.04465368215891,0.3914495252809732,26.84806902704791,59.31481062590663,86.16287965295454,0.514781474528961,0.746316075574863,19112739397.88601,9028.858595147509,19819000898.741764,9.0,0.6,0.7,1.6,2.5,238.0,322000.0,26440000.534057587,10600000.381469727,46909999.84741211,9340000.15258789,19010000.2288818,413750006.0237943,9.68943882,7.344178432674972,3.026805296723517,13.14584598079187,39447629.09338379,5.529716767161367,31.600000000000005,1.22061200017939,383.19546540000005,22.436685123705818,78.78244549838436,6.82690851640209,5.02580753807447,0.01842,1071.953728440349,28.7131322266827,3.35,1.6714,139413476.0,3.3051119458320386,7000382822.545346,1983742.9686022028
Botswana,BWA,2008,29.421946958869302,59.443999999999996,4.703119969505741,60.10000000000001,27.3376998901367,6.25,1.18360885530029,0.541730046926293,2.00640049220331,92.84545087139436,2.5481305391296027,45.67396720404125,51.04194313159075,96.715910335632,0.442554072921076,2.69214085901406,10945070441.928251,13055.487579449247,10196257012.69976,6.809321197290613,6.3,4.1,6.9,14.700000000000001,2141.0,2344000.0,231889999.38964802,-2140000.104904175,438980010.986328,1049999.9523162842,3009999.9904632606,713350010.1137899,5.7820034,30.9,4.005282083865966,41.70926044631521,-91399142.846344,2.291667101683201,1.7,3.0369682378022698,250.4131187,23.808836028954314,122.38090164352816,3.2959274511391006,nan,0.43949895367567415,364.4444867455706,29.950153231459595,1.8,0.3738,21420617.624990165,7.0121145468341,47374378003.60906,892005.4074350025
Brazil,BRA,2008,62.15285697535576,83.749,1.3543651865177022,99.821747,47.1814002990723,33.83,0.627719807150322,1.82687947098038,0.914643096787048,22.426381508501244,2.741522567767428,13.534000512202049,13.723568849205916,27.257569361407963,0.409393612289635,1.86814438443828,1695855391810.8965,13312.766757452167,1654272376318.1382,8.0,1.3,1.7000000000000002,5.4,7.7,56392.0,5050000.0,12329999.923706114,93279998.77929688,126650001.525879,13500000.0,5940000.057220459,427689998.874441,8.01129246,5.1,6.018970341591389,47.14047167248114,26115312437.86618,1.938026862647897,16.306042330960757,1.44192409343118,310.9949662,34.906605413323454,383.0,3.90636388185477,25.1003196059565,1.1290400000000003,590.71388,111.840386217912,2.44,1.7802,10794671827.0,4.9024298093358505,369518613629.141,5238000.0
British Virgin Islands,VGB,2008,24.30666666666667,44.152,4.81828152288068,98.3061828613281,0.704999983310699,15.898538235817503,1.5023941987360947,2.6773609504875564,0.3276611327573643,51.826715541260754,2.3499492634985475,37.47284732742819,41.94493109220607,79.41777841963422,0.26857192886329445,0.4408954562986254,40219539224.670876,11230.772207358885,49853444740.97553,12.0,2.3510085849157716,2.168662433125998,4.698989548524667,6.502761858832843,12069.479993489105,346000.0,32404791.612324268,1623553.7152984142,18820371.437148318,1394866.596226871,4800390.402636386,163187174.91286385,4.948017816730805,12.16523484284062,5.334082707728556,19.729768124452484,46385605999.99997,2.388711839443292,39.55318852691651,1.6783873311983026,139.2405063,56.200286979727856,126.7520101278918,4.076485114055433,nan,0.45523929450502354,145.822192847634,19.579151469374185,1.9525068442425286,1.1629934583392048,1854301529.2592108,1.7726935685632763,1171468825064.9185,166000.0
Brunei Darussalam,BRN,2008,72.75142314990512,74.252,1.6657626805310617,100.0,9.308693610886671,46.0,1.69097270990616,19.1316657736403,0.12806723693674255,89.563755092436,19.1316657736403,78.29923668612946,27.614607386054445,105.91384407218388,0.0701789166974153,0.3124594367685579,14393099068.585943,80036.7459938278,14447599068.585943,9.0,1.3,1.2,2.0,3.1,52.0,5833934.916679017,54797760.35690439,4681287.451812744,11019637.307606757,5651737.368801951,5095360.102575958,170019935.56296122,1.87878013,8.239124711608316,10.774184535387004,35.75514448498267,2496174005.910553,19.02914463731293,9.2,2.26179236887845,232.3274616,52.0795437714159,193.45112962162426,5.28345330455794,4.060128591471864,0.4180539432984078,1051.6455505976307,71.5163625124884,2.7,1.4866,6247173199.567223,4.948560841525146,14977926351.161057,3844146.491024701
Bulgaria,BGR,2008,33.74090783537427,71.622,-0.2204666206033341,100.0,9.92049980163574,39.67,2.62166063469768,0.436935766416179,0.310249185596218,108.8742198793351,0.747184952012397,52.51854153948061,72.26734420343843,124.785885742919,0.272871617597012,0.516291682931192,54438966419.86389,14335.714600083107,51846800688.05624,9.0,1.3,1.4,2.6,3.7,714.0,8533000.0,23045863.985646337,8516409.626132488,31107299.986722633,2647449.9339497685,5759235.4033837095,302631229.6558684,6.28771019,4.5,6.336073383730523,32.197918636571714,1117476023.7651062,6.677289647691891,3.0,2.1335248019579303,564.03331,16.31261683315075,404.0,7.05525526736757,5.422826791843247,0.44766,1513.00749,80.0081009936202,6.61,3.6488,803398293.0,2.11755306184999,39437807420.95596,5727000.0
Burkina Faso,BFA,2008,24.914108187134502,23.534,5.337479235402299,49.4444999694824,82.9399032592773,0.9199999999999999,0.509321728645584,1.421106644658915,0.318683808643302,28.6834709247922,5.023426179314062,10.149327052384766,25.235989927765395,35.385316980150165,8.125412412891,0.47155829482152195,9451436358.96861,1401.9577272155873,9414698383.856504,10.0,17.8,8.2,11.0,13.0,45537.0,272000.0,19409999.84741211,20979999.542236328,44919998.16894531,159999.9964237213,219999.9988079071,623869989.8347262,4.64780807,15.4,4.656809901140722,18.993152702105714,-71069500.12420654,0.1300228561120102,62.29999999999999,1.39790377134923,330.23584289999997,16.94491198694706,57.54626535388707,6.9849919063858,nan,0.16568000000000002,38.944452193464436,2.4698941843798323,0.9769425847548575,0.0322,28098897.51212426,0.37464394122219474,408459935015.42615,190812.17489091473
Burundi,BDI,2008,7.552180685358256,10.118,5.843579162605572,39.6,95.1455001831055,0.8100000000000002,0.31775994905478,1.4177702899530296,0.263348680523774,28.538885345335952,32.51370797262177,10.50000026162409,36.69999931977737,47.19999958140146,32.6579273957091,0.390316646106041,1611835901.906298,636.3320240891825,1607535901.7713554,7.68711073995114,17.1,11.4,11.5,13.3,22731.0,202000.0,30239999.771118194,23340000.15258789,23129999.1607666,14170000.076293886,25450000.762939498,339819998.27362597,9.23542213,24.036055791607552,25.410392872421827,10.244684796729342,581517.5260009766,0.0246120404070634,206.70000000000002,2.72089052653941,272.2538858,10.763056559843443,75.29831287360143,13.7971792555858,100.0,0.15417,21.891681393526966,0.0679605140352054,0.8835315517098566,0.07885503025195864,6472267.458066643,0.4982807533845716,152982590331.20932,233142.2346428296
